"Source Line","Source","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS"
"484","        DO j=x_min,x_max+1","1704002556","1648002472","110000165","400000600","140000210","260000390","40000060","0","20000030","1500045","1500045","0","250105","0","250105","0","0","0","5000015","30000045","0","140000210","30000090","0","0","0","0","0","0","852","824","11","40","14","26","4","0","2","3","3","0","1","0","1","0","0","0","1","3","0","2","1","0","0","0","0","0","0"
"485","          IF(node_flux(j,k,l).LT.0.0)THEN","5412008118","5324007986","3190004785","3610005415","2970004455","3160004740","170000255","3000090","12490018735","3000090","3000090","3500105","750315","3751575","1500630","0","1000030","2250135","12035036105","60000090","1000015","98790148185","107325321975","71254275","0","26261025","24000720","19500585","0","2706","2662","319","361","297","316","17","6","1249","6","6","7","3","15","6","0","2","9","2407","6","1","1249","2407","9","0","15","7","6","0"
"486","            upwind=k+2","122000183","146000219","0","10000015","10000015","0","30000045","0","410000615","0","0","0","0","0","0","0","0","0","300000900","0","0","3130004695","2100006300","0","0","0","0","0","0","61","73","0","1","1","0","3","0","41","0","0","0","0","0","0","0","0","0","60","0","0","41","60","0","0","0","0","0","0"
"487","            donor=k+1","154000231","148000222","10000015","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","74","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"488","            downwind=k","22000033","28000042","0","0","10000015","0","0","0","120000180","0","0","0","0","0","0","0","0","0","95000285","0","0","820001230","665001995","0","0","0","0","0","0","11","14","0","0","1","0","0","0","12","0","0","0","0","0","0","0","0","0","19","0","0","12","19","0","0","0","0","0","0"
"489","            dif=donor","602000903","640000960","10000015","150000225","50000075","80000120","40000060","0","0","2500075","2500075","0","500210","0","0","0","500015","0","0","10000015","0","0","0","0","0","0","0","0","0","301","320","1","15","5","8","4","0","0","5","5","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"490","          ELSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"491","            upwind=k-1","342000513","378000567","10000015","70000105","50000075","40000060","10000015","0","840001260","0","0","0","0","0","0","0","0","0","635001905","0","32000480","19540029310","4915014745","0","0","0","0","0","0","171","189","1","7","5","4","1","0","84","0","0","0","0","0","0","0","0","0","127","0","32","84","127","0","0","0","0","0","0"
"492","            donor=k","156000234","166000249","0","0","0","0","10000015","500015","580000870","0","0","0","0","0","0","0","0","0","625001875","0","0","11570017355","5595016785","0","0","0","0","3000090","0","78","83","0","0","0","0","1","1","58","0","0","0","0","0","0","0","0","0","125","0","0","58","125","0","0","0","0","1","0"
"493","            downwind=k+1","18000027","26000039","20000030","0","10000015","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","13","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"494","            dif=upwind","936001404","790001185","20000030","80000120","50000075","100000150","20000030","0","470000705","500015","500015","0","0","0","0","0","0","0","355001065","10000015","0","5420008130","2425007275","0","0","0","0","0","0","468","395","2","8","5","10","2","0","47","1","1","0","0","0","0","0","0","0","71","1","0","47","71","0","0","0","0","0","0"
"495","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"497","          sigma=ABS(node_flux(j,k,l))/(node_mass_pre(j,donor,l))","4746007119","4534006801","1380002070","1460002190","1420002130","1330001995","100000150","5500165","3560005340","2500075","2500075","17500525","500210","13005460","0","4750285","500015","4750285","3545010635","70000105","0","40270060405","33790101370","202512150","40502430","152063840","123503705","44501335","0","2373","2267","138","146","142","133","10","11","356","5","5","35","2","52","0","19","1","19","709","7","0","356","709","19","19","52","35","11","0"
"498","          width=celldy(k)","8000012","16000024","0","10000015","0","0","0","0","10000015","0","0","0","0","0","0","500030","0","0","5000015","0","0","70000105","35000105","0","13000780","0","0","0","0","4","8","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","1","1","0","2","0","0","0","0"
"499","          vdiffuw=vel1(j,donor,l)-vel1(j,upwind,l)","11358017037","10538015807","5310007965","7030010545","6070009105","6110009165","350000525","5000150","1990002985","2000060","2000060","6000180","2751155","8003360","750315","1500090","2000060","4500270","1525004575","190000285","1000015","22910034365","14210042630","103006180","15000900","1065947510","44501335","34001020","0","5679","5269","531","703","607","611","35","10","199","4","4","12","11","32","3","6","4","18","305","19","1","199","305","18","6","32","12","10","0"
"500","          vdiffdw=vel1(j,downwind,l)-vel1(j,donor,l)","2050003075","1900002850","20000030","120000180","80000120","70000105","40000060","1500045","60000090","0","0","1000030","1750735","1250525","250105","0","500015","2250135","70000210","60000090","0","410000615","490001470","15500930","0","581244020","7000210","31000930","0","1025","950","2","12","8","7","4","3","6","0","0","2","7","5","1","0","1","9","14","6","0","6","14","9","0","5","2","3","0"
"501","          limiter=0.0","404000606","384000576","0","30000045","20000030","20000030","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202","192","0","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"503","          IF(vdiffuw*vdiffdw.GT.0.0)THEN","4176006264","3638005457","1820002730","1910002865","1530002295","1600002400","120000180","0","0","1000030","1000030","0","1750735","0","1000420","0","1000030","0","0","20000030","0","0","0","0","0","0","0","0","0","2088","1819","182","191","153","160","12","0","0","2","2","0","7","0","4","0","2","0","0","2","0","0","0","0","0","0","0","0","0"
"504","            auw=ABS(vdiffuw)","248000372","266000399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000015","0","0","0","35000105","0","0","0","0","0","0","124","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"505","            adw=ABS(vdiffdw)","588000882","636000954","10000015","10000015","10000015","10000015","20000030","0","1100001650","0","0","0","0","0","0","0","0","0","850002550","0","0","8610012915","9200027600","0","0","0","0","0","0","294","318","1","1","1","1","2","0","110","0","0","0","0","0","0","0","0","0","170","0","0","110","170","0","0","0","0","0","0"
"506","            wind=1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"507","            IF(vdiffdw.LE.0.0) wind=-1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"508","            limiter=wind*MIN(width*((2.0_8-sigma)*adw/width+(1.0_8+sigma)*auw/celldy(dif))/6.0_8,auw,adw)","20254030381","19088028632","470000705","1780002670","950001425","1230001845","490000735","0","3980005970","15000450","15000450","1000030","12755355","0","4001680","0","5500165","0","3810011430","400000600","0","32400048600","30260090780","0","0","0","6500195","0","0","10127","9544","47","178","95","123","49","0","398","30","30","2","51","0","16","0","11","0","762","40","0","398","762","0","0","0","2","0","0"
"509","            limiter_count=limiter_count+1","204000306","184000276","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","92","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"510","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","          advec_vel_s=vel1(j,donor,l)+(1.0_8-sigma)*limiter","10234015351","10076015114","170000255","1770002655","820001230","810001215","330000495","0","230000345","9500285","9500285","0","2501050","750315","1250525","250015","1000030","0","75000225","730001095","5000075","1710002565","505001515","0","1750105","5002100","0","0","0","5117","5038","17","177","82","81","33","0","23","19","19","0","10","3","5","1","2","0","15","73","5","23","15","0","1","3","0","0","0"
"512","          mom_flux(j,k,l)=advec_vel_s*node_flux(j,k,l)","8894013341","8682013023","70000105","950001425","420000630","600000900","290000435","0","0","10000300","10000300","0","3751575","0","1000420","0","500015","0","0","780001170","2248033720","0","0","0","0","0","0","0","0","4447","4341","7","95","42","60","29","0","0","20","20","0","15","0","4","0","1","0","0","78","2248","0","0","0","0","0","0","0","0"
"513","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","      ENDDO","14000021","22000033","0","20000030","0","0","10000015","0","40000060","0","0","0","0","0","0","0","0","0","10000030","0","0","260000390","70000210","0","0","0","0","0","0","7","11","0","2","0","0","1","0","4","0","0","0","0","0","0","0","0","0","2","0","0","4","2","0","0","0","0","0","0"
"515","    ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517","!$OMP MASTER","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"519","  iter=(z_max-z_min+2)*(y_max-y_min+3)*(x_max-x_min+2)","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"520","  tmpFlop=tmpFlop+(iter*9)+(limiter_count*19)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"521","  tmpMem=tmpMem+(iter*24)+(limiter_count*20)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522","  flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"523","  mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"524","  tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525","  tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"526","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"527"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"529","!###################################","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"531","nb_x=x_max+1","4000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"532","nb_y=y_max+1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"533","nb_z=z_max+1","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"534","block_max=x_min+BLOCK_SIZE-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"536","!$OMP  DO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"537","DO bj=x_min,nb_x,BLOCK_SIZE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
