Source Line,Source,CPU_CLK_UNHALTED.THREAD_ANY,OFFCORE_RESPONSE:request=ALL_DATA_RD:response=L3_MISS.ANY_DRAM,CYCLE_ACTIVITY.CYCLES_NO_EXECUTE,CYCLE_ACTIVITY.STALLS_L2_PENDING,MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS,MEM_LOAD_UOPS_RETIRED.L1_HIT_PS,MEM_LOAD_UOPS_RETIRED.L1_MISS_PS,MEM_LOAD_UOPS_RETIRED.L2_HIT_PS,MEM_LOAD_UOPS_RETIRED.L2_MISS_PS,MEM_LOAD_UOPS_RETIRED.L3_HIT,MEM_LOAD_UOPS_RETIRED.L3_HIT_PS,MEM_LOAD_UOPS_RETIRED.L3_MISS,MEM_LOAD_UOPS_RETIRED.L3_MISS_PS,MEM_UOPS_RETIRED.ALL_LOADS_PS,MEM_UOPS_RETIRED.ALL_STORES,MEM_UOPS_RETIRED.ALL_STORES_PS,CPU_CLK_UNHALTED.THREAD_ANY,CPU_CLK_UNHALTED.REF_TSC,CYCLE_ACTIVITY.STALLS_L1D_PENDING,OFFCORE_RESPONSE:request=ALL_DATA_RD:response=L3_MISS.ANY_DRAM,CYCLE_ACTIVITY.CYCLES_NO_EXECUTE,CYCLE_ACTIVITY.STALLS_L2_PENDING,L2_RQSTS.MISS,MISALIGN_MEM_REF.LOADS,MISALIGN_MEM_REF.STORES,CYCLE_ACTIVITY.STALLS_LDM_PENDING,MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS,MEM_LOAD_UOPS_RETIRED.L1_HIT_PS,MEM_LOAD_UOPS_RETIRED.L1_MISS_PS,RESOURCE_STALLS.SB,RS_EVENTS.EMPTY_CYCLES,UOPS_RETIRED.ALL,UOPS_RETIRED.RETIRE_SLOTS,MEM_LOAD_UOPS_RETIRED.L2_HIT_PS,MEM_LOAD_UOPS_RETIRED.L2_MISS_PS,MEM_LOAD_UOPS_RETIRED.L3_HIT,MEM_LOAD_UOPS_RETIRED.L3_HIT_PS,MEM_LOAD_UOPS_RETIRED.L3_MISS,MEM_LOAD_UOPS_RETIRED.L3_MISS_PS,MEM_UOPS_RETIRED.ALL_LOADS_PS,MEM_UOPS_RETIRED.ALL_STORES,MEM_UOPS_RETIRED.ALL_STORES_PS,Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS,Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS,Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS,Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS,Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS
570,            ! Find staggered mesh mass fluxes and nodal masses and volumes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,"            node_flux(j,k,l)=0.125_8*(mass_flux_z(j-1,k  ,l  )+mass_flux_z(j  ,k  ,l  ) &",2572003858,0,1200001800,830001245,0,1950002925,22500675,15000450,4251785,3751575,4250255,0,0,2020006060,110000165,376005640,1286,805,114,0,120,83,73,0,0,98,0,195,45,9,8,434,309,30,17,15,17,0,0,404,11,376,17,17,0,45,0
572,"                                     +mass_flux_z(j-1,k  ,l+1)+mass_flux_z(j  ,k  ,l+1) &",8438012657,0,6770010155,6770010155,3000090,710001065,14500435,5500165,7503150,3751575,4750285,500015,2500150,1305003915,110000165,0,4219,2552,634,0,677,677,169,0,0,688,6,71,29,2,2,470,340,11,30,15,19,1,10,261,11,0,30,19,10,29,6
573,"                                     +mass_flux_z(j-1,k-1,l  )+mass_flux_z(j  ,k-1,l  ) &",992001488,0,530000795,270000405,0,870001305,0,0,0,1250525,0,500015,0,660001980,10000015,0,496,317,49,0,53,27,31,0,0,55,0,87,0,0,1,165,133,0,0,5,0,1,0,132,1,0,0,0,0,0,0
574,"                                     +mass_flux_z(j-1,k-1,l+1)+mass_flux_z(j  ,k-1,l+1))",858001287,0,280000420,260000390,500015,1360002040,0,0,0,1000420,0,1000030,500030,1865005595,80000120,0,429,295,24,0,28,26,36,0,0,31,1,136,0,0,1,221,168,0,0,4,0,2,2,373,8,0,0,0,2,0,1
575,          ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,        ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,      ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,!$OMP END DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,!$OMP MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,      iter=(z_max-z_min+5)*(y_max-y_min+2)*(x_max-x_min+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,      tmpFlop=iter*8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,      tmpMem=iter*9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,      flop=flop+tmpFlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,      mem=mem+tmpMem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,      tmpFlop=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,      tmpMem=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,!$OMP END MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,!$OMP DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"      DO l=z_min-1,z_max+2",2000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,"        DO k=y_min,y_max+1",28000042,0,10000015,10000015,0,70000105,0,0,0,0,250015,0,0,50000150,0,0,14,10,1,0,1,1,0,0,0,0,0,7,0,0,0,2,4,0,0,0,1,0,0,10,0,0,0,1,0,0,0
593,"          DO j=x_min,x_max+1",492000738,0,90000135,80000120,0,30000045,0,0,0,0,250015,0,250015,40000120,0,0,246,162,8,0,9,8,31,0,0,10,0,3,0,0,3,91,68,0,0,0,1,0,1,8,0,0,0,1,1,0,0
594,"            node_mass_post(j,k,l)=0.125_8*(density1(j  ,k-1,l  )*post_vol(j  ,k-1,l  )                     &",4444006666,0,2250003375,2070003105,500015,7170010755,500015,0,1000420,1250525,0,2000060,250015,6710020130,100000150,379005685,2222,1323,217,0,225,207,163,0,0,227,1,717,1,0,5,669,527,0,4,5,0,4,1,1342,10,379,4,0,1,1,1
595,"                                          +density1(j  ,k  ,l  )*post_vol(j  ,k  ,l  )                     &",8048012072,0,6890010335,6940010410,4000120,440000660,14500435,4500135,6752835,1750735,2250135,1000030,2000120,665001995,70000105,0,4024,2434,670,0,689,694,153,0,0,650,8,44,29,0,5,329,264,9,27,7,9,2,8,133,7,0,27,9,8,29,8
596,"                                          +density1(j-1,k-1,l  )*post_vol(j-1,k-1,l  )                     &",978001467,0,320000480,170000255,0,1330001995,0,0,0,750315,0,0,0,1230003690,60000090,0,489,307,24,0,32,17,45,0,0,36,0,133,0,0,3,240,155,0,0,3,0,0,0,246,6,0,0,0,0,0,0
597,"                                          +density1(j-1,k  ,l  )*post_vol(j-1,k  ,l  )                     &",660000990,0,140000210,80000120,0,1130001695,0,0,250105,1500630,0,0,250015,1165003495,40000060,0,330,198,9,0,14,8,38,0,0,11,0,113,0,0,1,177,126,0,1,6,0,0,1,233,4,0,1,0,1,0,0
598,"                                          +density1(j  ,k-1,l-1)*post_vol(j  ,k-1,l-1)                     &",848001272,0,160000240,110000165,500015,490000735,0,0,500210,2250945,250015,500015,500030,555001665,30000045,0,424,263,12,0,16,11,54,0,0,10,1,49,0,0,2,276,192,0,2,9,1,1,2,111,3,0,2,1,1,0,1
599,"                                          +density1(j  ,k  ,l-1)*post_vol(j  ,k  ,l-1)                     &",1692002538,0,1040001560,1000001500,1500045,420000630,11000330,6500195,4001680,1000420,3000180,0,250015,630001890,10000015,0,846,521,103,0,104,100,38,0,0,100,3,42,22,0,1,207,163,13,16,4,12,0,1,126,1,0,16,12,1,22,3
600,"                                          +density1(j-1,k-1,l-1)*post_vol(j-1,k-1,l-1)                     &",900001350,0,90000135,100000150,0,430000645,0,0,0,250105,0,0,0,435001305,10000015,0,450,244,6,0,9,10,41,0,0,9,0,43,0,0,4,269,196,0,0,1,0,0,0,87,1,0,0,0,0,0,0
601,"                                          +density1(j-1,k  ,l-1)*post_vol(j-1,k  ,l-1))",998001497,0,280000420,210000315,0,600000900,500015,0,0,0,0,500015,0,585001755,60000090,0,499,281,16,0,28,21,57,0,0,12,0,60,1,0,0,378,294,0,0,0,0,1,0,117,6,0,0,0,0,1,0
602,          ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,        ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,      ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,!$OMP END DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,!$OMP MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,      iter=(z_max-z_min+4)*(y_max-y_min+2)*(x_max-x_min+2),2000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,      tmpFlop=iter*16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,      tmpMem=iter*17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,      mem=mem+tmpMem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,      flop=flop+tmpFlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,      tmpFlop=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,      tmpMem=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,!$OMP END MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,!$OMP DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"      DO l=z_min-1,z_max+2",8000012,0,20000030,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"        DO k=y_min,y_max+1",14000021,0,30000045,10000015,0,40000060,0,0,0,250105,0,0,0,40000120,0,0,7,3,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
620,"          DO j=x_min,x_max+1",168000252,0,130000195,100000150,0,10000015,0,0,0,1000420,0,1000030,0,5000015,0,0,84,39,13,0,13,10,10,0,0,8,0,1,0,0,0,10,7,0,0,4,0,2,0,1,0,0,0,0,0,0,0
621,            ! Staggered cell mass pre advection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"            node_mass_pre(j,k,l)=node_mass_post(j,k,l)-node_flux(j,k,l-1)+node_flux(j,k,l)",16660024990,0,14020021030,13920020880,61501845,690001035,165004950,56501695,114297985,55523310,55753345,56001680,50753045,1825005475,320000480,388005820,8330,5000,1392,0,1402,1392,506,0,0,1460,123,69,330,0,12,449,314,113,457,222,223,112,203,365,32,388,457,223,203,330,123
623,          ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,        ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,      ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,!$OMP END DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,!$OMP MASTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,    iter=(z_max-z_min+4)*(y_max-y_min+2)*(x_max-x_min+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,    tmpFlop=iter*2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,    tmpMem=iter*4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,    flop=flop+tmpFlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,    mem=mem+tmpMem,2000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,    tmpFlop=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,    tmpMem=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,!$OMP END MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,ENDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,limiter_count=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,"!$OMP DO PRIVATE(upwind,donor,downwind,dif,sigma,width,limiter,vdiffuw,vdiffdw,auw,adw,wind) REDUCTION (+:limiter_count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"    DO l=z_min-1,z_max+1",8000012,0,0,10000015,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,"      DO k=y_min,y_max+1",36000054,0,10000015,20000030,0,40000060,500015,0,250105,0,250015,0,0,35000105,0,0,18,17,1,0,1,2,5,0,0,3,0,4,1,0,1,9,6,0,1,0,1,0,0,7,0,0,1,1,0,1,0
644,"        DO j=x_min,x_max+1",1964002946,0,430000645,200000300,0,200000300,4500135,1500045,500210,500210,250015,500015,250015,175000525,50000075,2000030,982,580,11,0,43,20,46,0,0,24,0,20,9,0,7,491,430,3,2,2,1,1,1,35,5,2,2,1,1,8,0
645,"          IF(node_flux(j,k,l).LT.0.0)THEN",4304006456,0,2180003270,1730002595,500015,13360020040,12000360,5000150,1000420,2501050,1500090,500015,2250135,13310039930,110000165,31000465,2152,1256,196,0,218,173,114,0,0,233,1,1336,24,0,4,531,404,10,4,10,6,1,9,2662,11,31,4,6,9,24,1
646,            upwind=l+2,20000030,0,0,10000015,0,470000705,0,0,0,0,0,500015,0,385001155,0,0,10,0,0,0,0,1,0,0,0,0,0,47,0,0,0,2,1,0,0,0,0,1,0,77,0,0,0,0,0,0,0
647,            donor=l+1,128000192,0,10000015,10000015,0,0,0,0,0,0,0,0,0,0,0,0,64,28,1,0,1,1,5,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,            downwind=l,552000828,0,50000075,30000045,0,0,0,0,0,0,0,500015,0,0,10000015,0,276,189,1,0,5,3,9,0,0,4,0,0,0,0,0,173,160,0,0,0,0,1,0,0,1,0,0,0,0,0,0
649,            dif=donor,130000195,0,0,0,0,520000780,0,0,0,0,0,0,0,535001605,0,0,65,49,0,0,0,0,7,0,0,0,0,52,0,0,0,5,7,0,0,0,0,0,0,107,0,0,0,0,0,0,0
650,          ELSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,            upwind=l-1,180000270,0,50000075,20000030,0,370000555,0,0,0,500210,0,0,0,260000780,10000015,0,90,59,2,0,5,2,7,0,0,1,0,37,0,0,1,50,34,0,0,2,0,0,0,52,1,0,0,0,0,0,0
652,            donor=l,22000033,0,10000015,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,            downwind=l+1,1036001554,0,120000180,10000015,0,0,0,0,0,500210,0,0,0,0,40000060,0,518,313,1,0,12,1,29,0,0,7,0,0,0,0,0,301,291,0,0,2,0,0,0,0,4,0,0,0,0,0,0
654,            dif=upwind,194000291,0,0,0,0,1040001560,0,0,0,0,0,0,0,1110003330,0,0,97,55,0,0,0,0,13,0,0,0,0,104,0,0,0,6,4,0,0,0,0,0,0,222,0,0,0,0,0,0,0
655,          ENDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,"          sigma=ABS(node_flux(j,k,l))/(node_mass_pre(j,k,donor))",4496006744,0,1830002745,1690002535,10000300,3530005295,67502025,36001080,20758715,0,16250975,0,13000780,3685011055,40000060,0,2248,1307,137,0,183,169,164,0,0,172,20,353,135,0,5,665,568,72,83,0,65,0,52,737,4,0,83,65,52,135,20
658,          width=celldz(l),14000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,"          vdiffuw=vel1(j,k,donor)-vel1(j,k,upwind)",13818020727,0,7880011820,7630011445,5500165,1540002310,44501335,36001080,17757455,2250945,14500870,5000150,6750405,1310003930,140000210,1000015,6909,4071,685,0,788,763,368,0,0,732,11,154,89,1,29,1287,1173,72,71,9,58,10,27,262,14,1,71,58,27,89,10
660,"          vdiffdw=vel1(j,k,downwind)-vel1(j,k,donor)",1376002064,0,120000180,80000120,2000060,30000045,14000420,7500225,3501470,750315,2000120,0,500030,50000150,20000030,0,688,437,4,0,12,8,58,0,0,11,4,3,28,0,1,237,194,15,14,3,8,0,2,10,2,0,14,8,2,28,4
661,          limiter=0.0,756001134,0,70000105,50000075,0,0,0,0,0,0,0,0,0,0,10000015,0,378,221,1,0,7,5,34,0,0,7,0,0,0,0,0,189,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,          IF(vdiffuw*vdiffdw.GT.0.0)THEN,4854007281,0,3090004635,2650003975,0,0,0,0,0,250105,0,2000060,0,0,30000045,0,2427,1552,249,0,309,265,146,0,0,265,0,0,0,0,4,197,141,0,0,1,0,4,0,0,3,0,0,0,0,0,0
663,            auw=ABS(vdiffuw),720001080,0,70000105,60000090,0,10000015,0,0,0,0,0,0,0,10000030,0,0,360,261,0,0,7,6,22,0,0,3,0,1,0,0,2,234,189,0,0,0,0,0,0,2,0,0,0,0,0,0,0
664,            adw=ABS(vdiffdw),642000963,0,140000210,50000075,0,1330001995,0,0,0,0,0,0,0,1400004200,0,0,321,217,1,0,14,5,34,0,0,0,0,133,0,0,3,104,95,0,0,0,0,0,0,280,0,0,0,0,0,0,0
665,            wind=1.0_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,            IF(vdiffdw.LE.0.0) wind=-1.0_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"            limiter=wind*MIN(width*((2.0_8-sigma)*adw/width+(1.0_8+sigma)*auw/celldz(dif))/6.0_8,auw,adw)",21272031908,0,2120003180,1040001560,0,4320006480,500015,500015,250105,16006720,250015,7000210,0,4675014025,340000510,0,10636,6412,55,0,212,104,764,0,0,101,0,432,1,0,20,2063,1843,1,1,64,1,14,0,935,34,0,1,1,0,1,0
668,            limiter_count=limiter_count+1,450000675,0,10000015,20000030,0,0,0,0,0,0,0,0,0,0,0,0,225,125,0,0,1,2,13,0,0,0,0,0,0,0,1,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,          ENDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"          advec_vel_s=vel1(j,k,donor)+(1.0_8-sigma)*limiter",11756017634,0,2230003345,830001245,0,0,0,0,0,4001680,0,1500045,0,5000015,870001305,12000180,5878,3459,16,0,223,83,399,0,0,87,0,0,0,0,13,3602,3192,0,0,16,0,3,0,1,87,12,0,0,0,0,0
671,"          mom_flux(j,k,l)=advec_vel_s*node_flux(j,k,l)",9798014697,0,1030001545,370000555,0,0,0,0,0,3001260,0,0,0,0,900001350,2355035325,4899,2865,22,0,103,37,271,0,0,76,0,0,0,0,15,2992,2796,0,0,12,0,0,0,0,90,2355,0,0,0,0,0
672,        ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,      ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,    ENDDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,!$OMP END DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,!$OMP MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,  iter=(z_max-z_max+2)*(y_max-y_min+2)*(x_max-x_min+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,  tmpFlop=tmpFlop+(iter*10)+(limiter_count*18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,  tmpMem=tmpMem+(iter*24)+(limiter_count*20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,  flop=flop+tmpFlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,  mem=mem+tmpMem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,  tmpFlop=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,  tmpMem=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,!$OMP END MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,!###############################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,nb_x=x_max+1,0,0,0,10000015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,nb_y=y_max+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,nb_z=z_max+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,block_max=x_min+BLOCK_SIZE-1,0,0,10000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,!$OMP  DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,"DO bj=x_min,nb_x,BLOCK_SIZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,"   DO bk=y_min,nb_x,BLOCK_SIZE",4000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,"      DO bl=z_min,nb_y,BLOCK_SIZE",4000006,0,0,0,0,0,0,0,250105,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
699,"        DO j=bj,block_max",4000006,0,10000015,0,0,0,0,0,0,0,0,0,0,5000015,0,1000015,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
700,"            DO k=bk,block_max",0,0,10000015,0,0,10000015,0,0,0,0,0,0,0,5000015,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,"                DO l=bl,block_max",28000042,0,10000015,20000030,0,0,0,0,0,1250525,0,500015,0,0,0,0,14,9,1,0,1,2,3,0,0,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0
702,                    IF (j.LT.nb_x .AND. k.LT.nb_x .AND. l.LT.nb_x) THEN,8000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"                        vel1 (j,k,l)=(vel1(j,k,l)*node_mass_pre(j,k,l)+mom_flux(j,k,l-1)-mom_flux(j,k,l))/node_mass_post(j,k,l)",3038004557,0,1970002955,2120003180,37001110,110000165,297008910,114003420,180325705,152313945,150759045,34501035,39002340,540001620,110000165,96001440,1519,869,192,0,197,212,207,0,0,208,74,11,594,0,2,137,106,228,721,609,603,69,156,108,11,96,721,603,156,594,74
704,                    ENDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,                ENDDO,28000042,0,30000045,10000015,0,0,0,0,0,1000420,0,1000030,0,0,0,0,14,9,1,0,3,1,2,0,0,3,0,0,0,0,0,3,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0
